name,state,ingredients,calories_per_100g,spice_level,sweet_level,salty_level,sour_level,bitter_level,taste(0/1),prep_time,cook_time,diet_type_veg,diet_type_nonveg,diet_type_fast,diet_type_jain,diet_type_halal,meal_breakfast,meal_brunch,meal_lunch,meal_snack,meal_dinner,course_soup,course_salad,course_appetizer(starter),course_maincourse,course_sidedish,course_dessert,course_beverage,popularity,health_score
Sikkim Pork Curry,Sikkim,"pork, spices, mustard oil",280,0.7,0.1,0.8,0.2,0.1,1,30,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Nettle Leaf Pakora,Sikkim,"nettle leaves, gram flour, spices",180,0.6,0.1,0.7,0.2,0.3,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7
Sikkim Radish Salad,Sikkim,"radish, carrots, cucumber, vinaigrette",80,0.3,0.2,0.5,0.4,0.1,1,15,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,high,0.9
Yak Meat Momos,Sikkim,"yak meat, flour, spices",240,0.6,0.1,0.7,0.1,0.1,1,40,20,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,high,0.6
Sikkim Butter Chicken,Sikkim,"chicken, butter, cream, spices",300,0.6,0.2,0.7,0.1,0.1,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.5
Buckwheat Pancakes,Sikkim,"buckwheat flour, eggs, milk",200,0.1,0.3,0.4,0.1,0.2,1,10,15,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,high,0.7
Sikkim Vegetable Biryani,Sikkim,"rice, mixed vegetables, spices",220,0.6,0.2,0.7,0.1,0.1,1,30,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Fermented Bamboo Shoot Pickle,Sikkim,"bamboo shoots, oil, spices",90,0.7,0.1,0.8,0.6,0.2,1,240,20,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,med,0.7
Sikkim Potato Curry,Sikkim,"potatoes, tomatoes, spices",160,0.5,0.1,0.7,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Yak Milk Lassi,Sikkim,"yak milk, yogurt, sugar",120,0.1,0.5,0.3,0.3,0.1,1,10,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,med,0.7
Sikkim Egg Curry,Sikkim,"eggs, onions, tomatoes, spices",180,0.6,0.1,0.7,0.2,0.1,1,15,25,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Wild Mushroom Soup,Sikkim,"wild mushrooms, cream, herbs",120,0.3,0.2,0.6,0.1,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,med,0.8
Sikkim Chicken Noodle Soup,Sikkim,"chicken, noodles, vegetables",180,0.5,0.1,0.7,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7
Buckwheat Porridge,Sikkim,"buckwheat, milk, honey",180,0.1,0.4,0.3,0.1,0.2,1,5,15,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,med,0.8
Sikkim Fish Curry,Sikkim,"fish, mustard oil, spices",220,0.7,0.1,0.8,0.3,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Nettle Leaf Soup,Sikkim,"nettle leaves, garlic, onions",80,0.4,0.1,0.6,0.3,0.3,1,15,25,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,med,0.9
Sikkim Vegetable Pakoras,Sikkim,"mixed vegetables, gram flour, spices",200,0.6,0.1,0.7,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Yak Milk Ice Cream,Sikkim,"yak milk, sugar, flavoring",250,0.1,0.8,0.2,0.1,0.1,1,30,180,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Sikkim Lentil Soup,Sikkim,"mixed lentils, vegetables, spices",140,0.4,0.1,0.6,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,high,0.9
Bamboo Shoot Fritters,Sikkim,"bamboo shoots, gram flour, spices",180,0.6,0.1,0.7,0.3,0.2,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7
Sikkim Chicken Momos,Sikkim,"chicken, flour, spices",230,0.6,0.1,0.7,0.1,0.1,1,40,20,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,high,0.6
Buckwheat Dumplings,Sikkim,"buckwheat flour, vegetables, spices",190,0.4,0.1,0.6,0.2,0.2,1,30,20,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,med,0.7
Sikkim Pumpkin Curry,Sikkim,"pumpkin, coconut milk, spices",140,0.5,0.3,0.6,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Yak Cheese Toast,Sikkim,"yak cheese, bread, herbs",240,0.3,0.1,0.8,0.1,0.1,1,10,10,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,med,0.6
Sikkim Spinach and Cheese Curry,Sikkim,"spinach, yak cheese, spices",160,0.5,0.1,0.7,0.2,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Bamboo Rice Pudding,Sikkim,"rice, bamboo shoots, milk, sugar",220,0.1,0.6,0.3,0.1,0.1,1,20,40,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,med,0.6
Sikkim Mixed Vegetable Curry,Sikkim,"mixed vegetables, spices, coconut",170,0.6,0.2,0.7,0.2,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Nettle Leaf Pesto Pasta,Sikkim,"nettle leaves, pasta, nuts, cheese",280,0.4,0.2,0.6,0.3,0.2,1,20,15,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Sikkim Ginger Tea,Sikkim,"tea leaves, ginger, milk, sugar",70,0.3,0.4,0.3,0.2,0.1,1,5,10,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.7
Sikkim Beef Shapta,Sikkim,"beef, onions, chilies, soy sauce",260,0.7,0.1,0.8,0.2,0.1,1,20,30,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Cardamom Rice Pudding,Sikkim,"rice, milk, cardamom, sugar",200,0.1,0.7,0.2,0.1,0.1,1,10,40,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,high,0.6
Sikkim Potato Pancakes,Sikkim,"potatoes, onions, flour, eggs",180,0.3,0.1,0.6,0.1,0.1,1,20,15,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,med,0.6
Butter Chicken,Punjab,"chicken, tomato, cream, spices",280,0.7,0.2,0.6,0.3,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.5
Sarson Da Saag,Punjab,"mustard greens, spices, ghee",150,0.6,0.1,0.7,0.2,0.3,1,30,60,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Makki Di Roti,Punjab,"cornmeal, water",180,0.2,0.1,0.4,0.1,0.1,1,15,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.7
Chole Bhature,Punjab,"chickpeas, flour, spices",300,0.8,0.1,0.7,0.2,0.1,1,30,30,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.6
Tandoori Chicken,Punjab,"chicken, yogurt, spices",200,0.8,0.1,0.6,0.2,0.1,1,240,30,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,high,0.7
Amritsari Fish,Punjab,"fish, gram flour, spices",220,0.7,0.1,0.8,0.2,0.1,1,20,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6
Dal Makhani,Punjab,"black lentils, kidney beans, cream",240,0.5,0.2,0.7,0.1,0.1,1,30,180,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Punjabi Kadhi,Punjab,"yogurt, gram flour, onion",180,0.6,0.1,0.6,0.5,0.1,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Paneer Tikka,Punjab,"cottage cheese, yogurt, spices",220,0.7,0.1,0.6,0.2,0.1,1,30,20,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6
Lassi,Punjab,"yogurt, water, sugar/salt",120,0.1,0.5,0.3,0.4,0.1,1,10,5,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.7
Aloo Paratha,Punjab,"wheat flour, potato, spices",250,0.5,0.1,0.6,0.1,0.1,1,20,15,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Rajma,Punjab,"kidney beans, onion, tomato",200,0.6,0.1,0.7,0.2,0.1,1,30,60,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Malai Kofta,Punjab,"potato, paneer, cream",280,0.5,0.3,0.6,0.1,0.1,1,40,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.5
Pinni,Punjab,"wheat flour, ghee, sugar",350,0.1,0.8,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Punjabi Samosa,Punjab,"flour, potato, peas",250,0.6,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Punjabi Chana Masala,Punjab,"chickpeas, onion, tomato",180,0.7,0.1,0.7,0.2,0.1,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Tandoori Roti,Punjab,"wheat flour, water",120,0.2,0.1,0.4,0.1,0.1,1,15,10,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.7
Shakkar Para,Punjab,"wheat flour, sugar, ghee",300,0.1,0.7,0.3,0.1,0.1,1,20,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.4
Dhaba Dal,Punjab,"split chickpeas, onion, tomato",200,0.6,0.1,0.7,0.2,0.1,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Amritsari Kulcha,Punjab,"refined flour, potato, spices",250,0.5,0.1,0.7,0.1,0.1,1,30,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.5
Paneer Butter Masala,Punjab,"cottage cheese, tomato, cream",260,0.6,0.2,0.6,0.3,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Kadi Pakora,Punjab,"gram flour, yogurt, onion",200,0.6,0.1,0.6,0.5,0.1,1,30,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Atte Ka Halwa,Punjab,"wheat flour, sugar, ghee",320,0.1,0.8,0.2,0.1,0.1,1,10,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Amritsari Macchi,Punjab,"fish, gram flour, spices",220,0.7,0.1,0.8,0.2,0.1,1,20,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6
Punjabi Baingan Bharta,Punjab,"eggplant, onion, tomato",150,0.6,0.2,0.6,0.3,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Punjabi Chole,Punjab,"chickpeas, onion, tomato",180,0.7,0.1,0.7,0.2,0.1,1,30,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Jeera Rice,Punjab,"basmati rice, cumin seeds",180,0.3,0.1,0.5,0.1,0.2,1,10,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.7
Matar Paneer,Punjab,"green peas, cottage cheese, spices",220,0.6,0.2,0.6,0.2,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Punjabi Aloo Gobi,Punjab,"potato, cauliflower, spices",160,0.6,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Punjabi Kheer,Punjab,"rice, milk, sugar",220,0.1,0.8,0.2,0.1,0.1,1,15,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Punjabi Chicken Curry,Punjab,"chicken, onion, tomato, spices",240,0.8,0.1,0.7,0.3,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Lauki Kofta,Punjab,"bottle gourd, gram flour, spices",180,0.5,0.2,0.6,0.2,0.1,1,30,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Punjabi Pakora,Punjab,"gram flour, onion, spices",220,0.6,0.1,0.7,0.1,0.1,1,15,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Malai Lassi,Punjab,"yogurt, cream, sugar",180,0.1,0.7,0.2,0.3,0.1,1,10,5,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.5
Punjabi Mutton Curry,Punjab,"mutton, onion, tomato, spices",280,0.9,0.1,0.7,0.3,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Lobia,Punjab,"black-eyed peas, onion, tomato",180,0.6,0.1,0.7,0.2,0.1,1,30,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Methi Paratha,Punjab,"wheat flour, fenugreek leaves, spices",220,0.5,0.1,0.6,0.2,0.3,1,20,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.7
Punjabi Mooli Paratha,Punjab,"wheat flour, radish, spices",230,0.5,0.1,0.7,0.3,0.2,1,25,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.7
Punjabi Kadai Paneer,Punjab,"cottage cheese, bell peppers, spices",250,0.7,0.2,0.6,0.2,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Aloo Matar,Punjab,"potato, green peas, spices",180,0.6,0.1,0.7,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Punjabi Gajar Ka Halwa,Punjab,"carrots, milk, sugar, ghee",280,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Punjabi Kutti Mirch Ka Murgh,Punjab,"chicken, green chilies, yogurt",240,1,0.1,0.7,0.3,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Amritsari Stuffed Kulcha,Punjab,"refined flour, potato, cottage cheese, spices",280,0.6,0.1,0.8,0.1,0.1,1,40,20,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.5
Pindi Chana,Punjab,"chickpeas, tea bags, pomegranate seeds, spices",200,0.8,0.1,0.7,0.3,0.2,1,240,60,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Dhaba Style Egg Curry,Punjab,"eggs, onion, tomato, spices",220,0.7,0.1,0.6,0.3,0.1,1,15,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Punjabi Kadhi Pakora,Punjab,"gram flour, yogurt, onion, spices",180,0.6,0.1,0.5,0.6,0.1,1,30,45,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.6
Amritsari Paneer Bhurji,Punjab,"cottage cheese, onion, tomato, spices",230,0.7,0.1,0.6,0.2,0.1,1,15,20,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.7
Punjabi Malai Kofta,Punjab,"potato, paneer, cream, nuts, spices",300,0.5,0.3,0.6,0.1,0.1,1,45,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.5
Amritsari Keema Naan,Punjab,"refined flour, minced meat, spices",290,0.8,0.1,0.7,0.1,0.1,1,30,20,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.5
Punjabi Karahi Paneer,Punjab,"cottage cheese, bell peppers, tomato, spices",250,0.8,0.1,0.6,0.3,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Ludhiana Chicken,Punjab,"chicken, yogurt, cream, spices",270,0.7,0.2,0.6,0.2,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Aloo Wadiyan,Punjab,"potato, dried lentil dumplings, spices",220,0.8,0.1,0.7,0.2,0.2,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Amritsari Tawa Chicken,Punjab,"chicken, gram flour, egg, spices",240,0.9,0.1,0.7,0.2,0.1,1,30,25,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6
Punjabi Lauki Kofta Curry,Punjab,"bottle gourd, gram flour, yogurt, spices",180,0.6,0.1,0.5,0.3,0.1,1,40,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Amritsari Fish Tikka,Punjab,"fish, yogurt, gram flour, spices",200,0.8,0.1,0.7,0.2,0.1,1,30,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7
Punjabi Rajma Chawal,Punjab,"kidney beans, rice, onion, tomato, spices",220,0.6,0.1,0.7,0.2,0.1,1,30,60,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Amritsari Mutton Champe,Punjab,"mutton chops, yogurt, spices",280,0.9,0.1,0.7,0.2,0.1,1,60,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Dal Tadka,Punjab,"yellow lentils, onion, tomato, spices",180,0.7,0.1,0.7,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Amritsari Murgh Makhani,Punjab,"chicken, tomato, cream, butter, spices",300,0.7,0.2,0.6,0.3,0.1,1,30,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.5
Punjabi Arbi Masala,Punjab,"taro root, onion, tomato, spices",170,0.7,0.1,0.6,0.2,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Amritsari Chole Kulche,Punjab,"chickpeas, refined flour, potato, spices",280,0.8,0.1,0.7,0.2,0.1,1,40,30,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Saag Chicken,Punjab,"chicken, mustard greens, spinach, spices",220,0.7,0.1,0.6,0.3,0.2,1,30,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Amritsari Kutti Mirch Da Gosht,Punjab,"mutton, green chilies, yogurt, spices",260,1,0.1,0.7,0.3,0.2,1,40,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Achari Chicken,Punjab,"chicken, pickling spices, yogurt",250,0.9,0.1,0.7,0.4,0.2,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Amritsari Tandoori Gobi,Punjab,"cauliflower, yogurt, gram flour, spices",150,0.7,0.1,0.6,0.2,0.1,1,20,25,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.8
Punjabi Methi Malai Paneer,Punjab,"cottage cheese, fenugreek leaves, cream, spices",270,0.6,0.2,0.5,0.2,0.3,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Amritsari Bhatti Da Murgh,Punjab,"chicken, yogurt, mustard oil, spices",240,0.8,0.1,0.7,0.2,0.1,1,240,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Punjabi Tawa Pulao,Punjab,"rice, mixed vegetables, spices",220,0.6,0.1,0.6,0.2,0.1,1,20,25,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.7
Amritsari Keema Matar,Punjab,"minced meat, green peas, onion, spices",240,0.8,0.1,0.7,0.2,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Aloo Gobhi Paratha,Punjab,"wheat flour, potato, cauliflower, spices",260,0.6,0.1,0.6,0.1,0.1,1,30,20,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.6
Amritsari Mutton Tikka,Punjab,"mutton, yogurt, spices",250,0.9,0.1,0.7,0.2,0.1,1,240,25,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6
Punjabi Karela Masala,Punjab,"bitter gourd, onion, spices",120,0.7,0.1,0.6,0.2,0.8,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Amritsari Tadka Paneer,Punjab,"cottage cheese, onion, tomato, spices",240,0.7,0.1,0.6,0.3,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Baigan Bharta,Punjab,"eggplant, onion, tomato, spices",140,0.7,0.2,0.6,0.3,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Amritsari Machhi,Punjab,"fish, gram flour, carom seeds, spices",220,0.8,0.1,0.8,0.2,0.1,1,20,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7
Punjabi Kala Chana,Punjab,"black chickpeas, onion, tomato, spices",190,0.7,0.1,0.7,0.2,0.2,1,240,45,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Amritsari Chicken Tikka,Punjab,"chicken, yogurt, spices",200,0.8,0.1,0.7,0.2,0.1,1,240,25,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7
Punjabi Matar Mushroom,Punjab,"green peas, mushrooms, onion, spices",160,0.6,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Amritsari Paneer Tikka,Punjab,"cottage cheese, bell peppers, yogurt, spices",230,0.7,0.1,0.6,0.2,0.1,1,30,20,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7
Punjabi Achari Aloo,Punjab,"potato, pickling spices, mustard oil",180,0.8,0.1,0.7,0.4,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Amritsari Murgh Tikka Makhani,Punjab,"chicken tikka, tomato, cream, butter, spices",290,0.7,0.2,0.6,0.3,0.1,1,260,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.5
Punjabi Chole Bhature,Punjab,"chickpeas, refined flour, spices",350,0.7,0.1,0.7,0.2,0.1,1,180,30,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.5
Punjabi Sarson Ka Saag,Punjab,"mustard greens, spinach, makki ka atta",120,0.5,0.1,0.6,0.2,0.3,1,30,60,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.9
Punjabi Aloo Paratha,Punjab,"wheat flour, potato, spices",250,0.5,0.1,0.6,0.1,0.1,1,20,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.6
Punjabi Dal Makhani,Punjab,"black lentils, kidney beans, butter, cream",240,0.5,0.2,0.7,0.1,0.1,1,30,180,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Amritsari Chana Masala,Punjab,"chickpeas, onion, tomato, spices",180,0.7,0.1,0.7,0.2,0.1,1,30,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Punjabi Matar Paneer,Punjab,"green peas, cottage cheese, onion, tomato, spices",220,0.6,0.2,0.6,0.2,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Amritsari Tandoori Chicken,Punjab,"chicken, yogurt, lemon juice, spices",200,0.8,0.1,0.6,0.2,0.1,1,240,30,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,high,0.7
Punjabi Dhaba Dal,Punjab,"yellow lentils, onion, tomato, ghee",180,0.6,0.1,0.7,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Amritsari Mutton Curry,Punjab,"mutton, yogurt, onion, tomato, spices",280,0.9,0.1,0.7,0.3,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Paneer Tikka Masala,Punjab,"cottage cheese, bell peppers, onion, tomato, cream",270,0.7,0.2,0.6,0.3,0.1,1,30,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Punjabi Malai Chaap,Punjab,"soya chaap, cream, cashew paste, spices",240,0.6,0.3,0.5,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Amritsari Naan,Punjab,"refined flour, yogurt, ghee",260,0.2,0.1,0.5,0.1,0.1,1,20,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.5
Punjabi Karahi Chicken,Punjab,"chicken, tomato, bell peppers, spices",230,0.8,0.1,0.7,0.3,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Amritsari Aloo Kulcha,Punjab,"refined flour, potato, spices",270,0.6,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.6
Pakhala,Odisha,"rice, water, curd",150,0.2,0.1,0.3,0.4,0.1,1,10,15,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.7
Dalma,Odisha,"lentils, vegetables, spices",180,0.5,0.1,0.6,0.2,0.1,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.9
Chhena Poda,Odisha,"cottage cheese, sugar, semolina",300,0.1,0.8,0.2,0.1,0.1,1,30,60,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Macha Ghanta,Odisha,"fish head, vegetables, spices",200,0.7,0.1,0.7,0.2,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Chhena Gaja,Odisha,"cottage cheese, sugar, cardamom",280,0.1,0.9,0.1,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Santula,Odisha,"mixed vegetables, curd, spices",150,0.4,0.1,0.5,0.3,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Dahi Baigana,Odisha,"eggplant, yogurt, spices",160,0.6,0.2,0.5,0.4,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Khaja,Odisha,"flour, sugar, ghee",300,0.1,0.8,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Chungdi Malai,Odisha,"prawns, coconut milk, spices",220,0.6,0.2,0.7,0.1,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
